0	0	if the deep steep the sided valley carved over more ages the measured size of the canyon is greater
0	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
1	0	if the cold treeless the arctic plain where over more ages the measured size of the tundra is greater
1	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
2	0	if the large christian the church tall vaulted over more ages the measured size of the cathedral is greater
2	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
3	0	if the large wooden the string instrument played over more ages the measured size of the cello is greater
3	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
4	0	if the desert arachnid the eight legs pincer over more ages the measured size of the scorpion is greater
4	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
5	0	if the tower rotating the sails harness moving over more ages the measured size of the windmill is greater
5	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
6	0	if the light handheld the canopy stick shades over more ages the measured size of the parasol is greater
6	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
7	0	if the mound soil the built colony tiny over more ages the measured size of the anthill is greater
7	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
8	0	if the optical instrument the lenses magnifies tiny over more ages the measured size of the microscope is greater
8	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
9	0	if the sudden downhill the collapse rock soil over more ages the measured size of the landslide is greater
9	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
10	0	if the ancient timekeeping the device casting shadow over more ages the measured size of the sundial is greater
10	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
11	0	if the green leafy the flowerless plant reproduces over more ages the measured size of the fern is greater
11	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
12	0	if the raised wooden the platform posts extending over more ages the measured size of the pier is greater
12	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
13	0	if the severe winter the storm heavy blowing over more ages the measured size of the blizzard is greater
13	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
14	0	if the naturally magnetic the mineral rock attracts over more ages the measured size of the lodestone is greater
14	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
15	0	if the tall vertical the pole rising ship over more ages the measured size of the mast is greater
15	1	if the market sector the trade profit route over more years the measured rate of the quota is greater
